"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2020","2020",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2020","2020",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2010","2010",7.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2011","2011",7.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2012","2012",7.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2013","2013",7.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2014","2014",7.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2015","2015",7.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2016","2016",8.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2017","2017",8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2018","2018",8.2,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","USA","United States","2019","2019",9.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2010","2010",18.9,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2011","2011",26.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2012","2012",21.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2013","2013",19.3,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2014","2014",30.6,"B","Break"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2015","2015",29.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2016","2016",29.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2017","2017",34.9,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2018","2018",41.3,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2019","2019",36.4,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CHL","Chile","2020","2020",32,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2010","2010",33.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2011","2011",35.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2012","2012",36.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2013","2013",38.3,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2014","2014",42.9,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2015","2015",44.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2016","2016",44.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2017","2017",44.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2018","2018",46.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2010","2010",71.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2011","2011",70.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2012","2012",70.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2013","2013",70.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",70.9,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2015","2015",71.2,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2016","2016",71.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2017","2017",72,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2018","2018",72.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2019","2019",71.4,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2020","2020",70.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2010","2010",52.4,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2011","2011",53.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2012","2012",54.1,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2013","2013",54.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2014","2014",55.3,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2015","2015",55.7,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2016","2016",55.5,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2017","2017",54.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2018","2018",54.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2019","2019",53.6,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2020","2020",52.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2010","2010",33.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2011","2011",34.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2012","2012",34.5,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2013","2013",35.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2014","2014",35.7,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2015","2015",36.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2016","2016",36.5,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2017","2017",36.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2018","2018",37.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2019","2019",37.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2020","2020",37.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",49,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",48.7,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",49.3,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",49,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",49.2,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",48.6,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",49.6,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2017","2017",49.3,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2018","2018",51.4,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2019","2019",51.9,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",68,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",68,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",67,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",67,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",67,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",67,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",67,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",68,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",68,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",69,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",68,"P","Provisional value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2017","2017",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2018","2018",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2019","2019",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2020","2020",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",21.6,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",24.1,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",27.1,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",28.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",31.7,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",32,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",32.6,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",33.6,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",34.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",33.4,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2010","2010",16.1,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2011","2011",16.4,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2012","2012",17.1,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2013","2013",17.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2014","2014",18.3,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2015","2015",20.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2016","2016",21,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2017","2017",21,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2018","2018",21.9,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2019","2019",22.4,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2020","2020",22.6,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2010","2010",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2011","2011",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2012","2012",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2013","2013",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2014","2014",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2015","2015",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2016","2016",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2017","2017",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2018","2018",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2019","2019",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2010","2010",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2011","2011",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2012","2012",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2013","2013",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2014","2014",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2015","2015",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2016","2016",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2017","2017",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2010","2010",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2011","2011",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2012","2012",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2013","2013",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2014","2014",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2015","2015",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2016","2016",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2017","2017",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2018","2018",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2019","2019",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",48,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",51.1,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",56.5,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",61,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",63.2,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",66.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",67.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",67.7,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",70,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",70.8,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",89,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",89.2,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",88,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",85.7,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",84.5,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",84.1,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",84.3,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",84.1,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",83.6,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",83.7,"E","Estimated value"
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2010","2010",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2011","2011",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2012","2012",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2013","2013",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2014","2014",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2015","2015",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2016","2016",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2017","2017",0,,
"PHINSUPI","Supplementary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2018","2018",0,,
